Date,City,Shelter Type,Shelter Name,Organization,Shelter,Funded,Capacity,Overnight,Year,Month
11/22/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,73,2018,11
04/20/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,283,2014,4
04/13/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,19,2014,4
10/05/2014 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,62,2014,10
10/07/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,39,2014,10
01/11/2017 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,49,49,47,2017,1
05/29/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,138,2016,5
08/14/2015 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,149,2015,8
11/24/2013 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,45,2013,11
04/08/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,50,,59,2018,4
08/20/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,69,2014,8
12/16/2016 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,24,2016,12
10/09/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,55,2018,10
11/06/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,15,2018,11
05/04/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,53,2014,5
01/15/2014 12:00:00 AM,Edmonton,Short Term Supportive,Edwardson Place - Short Term Supportive,Edwardson Place,,20,24,18,2014,1
04/10/2018 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2018,4
07/24/2014 12:00:00 AM,Edmonton,Short Term Supportive,Edwardson Place - Short Term Supportive,Edwardson Place,,20,24,24,2014,7
04/12/2016 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,26,2016,4
12/09/2013 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,74,2013,12
11/11/2016 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,167,2016,11
05/30/2017 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,57,2017,5
04/25/2013 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2013,4
08/05/2016 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,146,2016,8
11/08/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,50,,49,2016,11
12/15/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2017,12
02/14/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2018,2
03/07/2018 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2018,3
08/11/2015 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2015,8
09/13/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,69,2014,9
04/25/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,50,,38,2014,4
10/04/2013 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,189,2013,10
11/22/2018 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,128,2018,11
07/15/2018 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,54,2018,7
01/04/2018 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,126,2018,1
06/14/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,156,2017,6
10/28/2013 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2013,10
06/11/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,169,2018,6
05/05/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,71,2014,5
10/04/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,74,2018,10
03/02/2015 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,66,2015,3
01/31/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,40,2014,1
09/12/2017 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2017,9
09/23/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,38,2014,9
06/28/2017 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,11,2017,6
06/09/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2018,6
02/04/2016 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,64,2016,2
08/27/2018 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,56,2018,8
05/13/2014 12:00:00 AM,Edmonton,Short Term Supportive,Edwardson Place - Short Term Supportive,Edwardson Place,,20,24,20,2014,5
05/06/2013 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2013,5
12/05/2016 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,183,2016,12
02/27/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,56,2018,2
04/06/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,68,2016,4
11/28/2013 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,20,2013,11
10/03/2018 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2018,10
05/30/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,0,,0,2016,5
08/05/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,25,2018,8
04/11/2017 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,141,2017,4
12/05/2013 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2013,12
02/15/2015 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,142,2015,2
12/25/2015 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2015,12
05/27/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,51,2018,5
09/25/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,52,2017,9
06/05/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2017,6
06/22/2017 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,109,2017,6
12/14/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,132,2016,12
12/14/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,65,2016,12
06/06/2015 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,144,2015,6
09/06/2014 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,141,2014,9
03/11/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,120,,59,2016,3
08/27/2014 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,34,2014,8
09/17/2016 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2016,9
04/04/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,25,2018,4
04/20/2018 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,62,2018,4
06/02/2015 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,70,2015,6
05/17/2016 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,119,2016,5
09/01/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,41,2014,9
11/02/2013 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,18,2013,11
08/22/2016 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,28,2016,8
06/16/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,65,2016,6
09/23/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,63,2017,9
08/01/2013 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,75,61,2013,8
06/12/2014 12:00:00 AM,Edmonton,Short Term Supportive,Edwardson Place - Short Term Supportive,Edwardson Place,,20,24,20,2014,6
08/07/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,50,2017,8
03/10/2015 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,41,2015,3
02/18/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,50,,54,2018,2
08/22/2014 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,56,2014,8
12/18/2015 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,63,2015,12
09/29/2013 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,37,2013,9
01/09/2018 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,65,2018,1
06/18/2013 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,145,2013,6
09/21/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,157,2016,9
03/05/2016 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,130,2016,3
02/17/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,75,2014,2
03/07/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,21,2014,3
04/22/2018 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,61,2018,4
02/14/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,136,2017,2
06/15/2018 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2018,6
07/10/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,203,2014,7
10/19/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,15,2018,10
08/23/2013 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2013,8
04/05/2016 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,120,,60,2016,4
12/16/2016 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,56,2016,12
05/31/2013 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2013,5
09/14/2018 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,69,2018,9
06/10/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,71,2014,6
09/30/2018 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,124,2018,9
08/19/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,152,2017,8
11/16/2013 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,75,64,2013,11
09/22/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,65,2017,9
11/09/2016 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,104,2016,11
10/01/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,76,2017,10
04/18/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,68,2016,4
08/14/2018 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,57,2018,8
09/25/2016 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2016,9
06/27/2013 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,41,2013,6
07/13/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,66,2014,7
08/24/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,24,2014,8
06/28/2015 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,39,2015,6
07/18/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,70,2014,7
01/13/2018 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,68,2018,1
10/28/2018 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,10,2018,10
06/07/2017 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,102,2017,6
08/02/2018 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,159,2018,8
11/08/2015 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,239,2015,11
02/23/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,69,2014,2
11/07/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Herb Jamieson Winter Emergency,Hope Mission,Herb Jamieson Winter Emergency,0,,0,2014,11
05/04/2014 12:00:00 AM,Edmonton,Short Term Supportive,Edwardson Place - Short Term Supportive,Edwardson Place,,20,24,15,2014,5
11/09/2014 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,42,2014,11
07/14/2018 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,57,2018,7
02/19/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,22,2014,2
05/21/2017 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2017,5
07/22/2017 12:00:00 AM,Edmonton,Women Emergency,WEAC,WEAC,,66,66,62,2017,7
06/25/2017 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2017,6
04/27/2017 12:00:00 AM,Edmonton,Short Term Supportive,Sparling Lodge - Short Term Supportive,Sparling Lodge,,20,20,20,2017,4
05/30/2014 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2014,5
01/08/2018 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,64,2018,1
06/16/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,19,2014,6
04/12/2014 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,144,2014,4
07/16/2016 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,65,2016,7
06/07/2014 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,72,2014,6
07/09/2014 12:00:00 AM,Edmonton,Intox,Hope Mission - Intox Centre,Hope Mission,Intox Centre,70,70,70,2014,7
07/10/2017 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,60,2017,7
11/23/2017 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,147,2017,11
08/01/2016 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,32,2016,8
11/22/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,173,2014,11
12/16/2014 12:00:00 AM,Edmonton,Winter Emergency,Hope Mission - Mat Emergency Shelter Program,Hope Mission,Mat Emergency Shelter Program,130,200,173,2014,12
02/01/2014 12:00:00 AM,Edmonton,Short Term Supportive,Elizabeth House - Short Term Supportive,Elizabeth House,,20,24,22,2014,2
12/12/2015 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,194,2015,12
07/14/2017 12:00:00 AM,Edmonton,Youth Emergency,Hope Mission - Youth,Hope Mission,Youth,40,60,22,2017,7
05/06/2018 12:00:00 AM,Edmonton,Short Term Supportive,Urban Manor - Short Term Supportive,Urban Manor,,75,75,57,2018,5
08/03/2017 12:00:00 AM,Edmonton,Short Term Supportive,McCauley Lodge - Short Term Supportive,McCauley Lodge,,58,58,58,2017,8
08/05/2015 12:00:00 AM,Edmonton,Short Term Supportive,Salvation Army Addictions and Residential Centre - Short Term Supportive,Salvation Army Addictions and Residential Centre,,142,148,135,2015,8
07/18/2017 12:00:00 AM,Edmonton,Women Emergency,Hope Mission - Women WEmS,Hope Mission,Women WEmS,50,70,64,2017,7
08/01/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,172,2014,8
08/30/2014 12:00:00 AM,Edmonton,Adult Emergency,Hope Mission - Herb Jamieson Centre,Hope Mission,Herb Jamieson Centre,235,250,168,2014,8
